# Gene panel: Mendel-v12 -- Date: 2022-01-31
#gene symbol	HGNC	remove (add x)	phenotype	inheritance	omim_number	pmid	inheritance info	comment
POR	9208		Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis	AR	201750			
POR	9208		Disordered steroidogenesis due to cytochrome P450 oxidoreductase		613571			
PORCN	17652		Focal dermal hypoplasia	XD	305600			
POU1F1	9210		Pituitary hormone deficiency, combined or isolated, 1	AD/AR	613038			
POU3F3	9216		Snijders Blok-Fisher syndrome	AD	618604			
POU3F4	9217		Deafness, X-linked 2	XR	304400			
POU4F3	9220		Deafness, autosomal dominant 15	AD	602459			
PPA2	28883		?Sudden cardiac failure, alcohol-induced	AR	617223			
PPA2	28883		Sudden cardiac failure, infantile	AR	617222			
PPARG	9236		Carotid intimal medial thickness 1		609338			
PPARG	9236		Insulin resistance, severe, digenic	AD	604367			
PPARG	9236		Lipodystrophy, familial partial, type 3	AD	604367			
PPARG	9236		Obesity, severe	AD/AR	601665			
PPARG	9236		[Obesity, resistance to]					
PPARG	9236		{Diabetes, type 2}	AD	125853			
PPCS	25686		Cardiomyopathy, dilated, 2C	AR	618189			
PPIB	9255		Osteogenesis imperfecta, type IX	AR	259440			
PPM1D	9277		Breast cancer, somatic		114480			
PPM1D	9277		Jansen de Vries syndrome	AD	617450			
PPM1K	25415		?Maple syrup urine disease, mild variant		615135			
PPOX	9280		Porphyria variegata	AD	176200			
PPP1CB	9282		Noonan syndrome-like disorder with loose anagen hair 2	AD	617506			
PPP1R15B	14951		Microcephaly, short stature, and impaired glucose metabolism 2	AR	616817			
PPP1R21	30595		Neurodevelopmental disorder with hypotonia, facial dysmorphism, and brain abnormalities	AR	619383			
PPP1R3A	9291		Insulin resistance, severe, digenic	AD	125853			
PPP2CA	9299		Neurodevelopmental disorder and language delay with or without structural brain abnormalities	AD	618354			
PPP2R1A	9302		Mental retardation, autosomal dominant 36	AD	616362			
PPP2R2B	9305		Spinocerebellar ataxia 12	AD	604326			
PPP2R5D	9312		Mental retardation, autosomal dominant 35	AD	616355			
PPP3CA	9314		Arthrogryposis, cleft palate, craniosynostosis, and impaired intellectual development	AD	618265			
PPP3CA	9314		Developmental and epileptic encephalopathy 91	AD	617711			
PPT1	9325		Ceroid lipofuscinosis, neuronal, 1	AR	256730			
PQBP1	9330		Renpenning syndrome	XR	309500			
PRDM12	13997		Neuropathy, hereditary sensory and autonomic, type VIII	AR	616488			
PRDM16	14000		Cardiomyopathy, dilated, 1LL	AD	615373			
PRDM16	14000		Left ventricular noncompaction 8	AD	615373			
PRDM5	9349		Brittle cornea syndrome 2	AR	614170			
PRDM6	9350		Patent ductus arteriosus 3	AD	617039			
PRDM8	13993		?Epilepsy, progressive myoclonic, 10	AR	616640			
PRDX1	9352		Methylmalonic aciduria and homocystinuria, cblC type, digenic	AR	277400			
PREPL	30228		Myasthenic syndrome, congenital, 22	AR	616224			
PRF1	9360		Aplastic anemia		609135			
PRF1	9360		Hemophagocytic lymphohistiocytosis, familial, 2	AR	603553			
PRF1	9360		Lymphoma, non-Hodgkin		605027			
PRG4	9364		Camptodactyly-arthropathy-coxa vara-pericarditis syndrome	AR	208250			
PRICKLE1	17019		Epilepsy, progressive myoclonic 1B	AR	612437			
PRIMPOL	26575		Myopia 22, autosomal dominant	AD	615420			
PRKACA	9380		Cardioacrofacial dysplasia 1	AD	619142			
PRKACA	9380		Cushing syndrome, ACTH-independent adrenal, somatic		615830			
PRKACG	9382		?Bleeding disorder, platelet-type, 19	AR	616176			
PRKAG2	9386		Cardiomyopathy, hypertrophic 6	AD	600858			
PRKAG2	9386		Glycogen storage disease of heart, lethal congenital	AD	261740			
PRKAG2	9386		Wolff-Parkinson-White syndrome	AD	194200			
PRKAR1A	9388		Acrodysostosis 1, with or without hormone resistance	AD	101800			
PRKAR1A	9388		Adrenocortical tumor, somatic					
PRKAR1A	9388		Carney complex, type 1	AD	160980			
PRKAR1A	9388		Myxoma, intracardiac	AD	255960			
PRKAR1A	9388		Pigmented nodular adrenocortical disease, primary, 1	AD	610489			
PRKCD	9399		Autoimmune lymphoproliferative syndrome, type III	AR	615559			
PRKCG	9402		Spinocerebellar ataxia 14	AD	605361			
PRKCSH	9411		Polycystic liver disease 1	AD	174050			
PRKD1	9407		Congenital heart defects and ectodermal dysplasia	AD	617364			
PRKDC	9413		Immunodeficiency 26, with or without neurologic abnormalities	AR	615966			
PRKG1	9414		Aortic aneurysm, familial thoracic 8	AD	615436			
PRKN	8607		Adenocarcinoma of lung, somatic		211980			
PRKN	8607		Ovarian cancer, somatic		167000			
PRKN	8607		Parkinson disease, juvenile, type 2	AR	600116			
PRKRA	9438		Dystonia 16	AR	612067			
PRLR	9446		Hyperprolactinemia	AD/AR	615555			
PRLR	9446		Multiple fibroadenomas of the breast	AD	615554			
PRMT7	25557		Short stature, brachydactyly, intellectual developmental disability, and seizures	AR	617157			
PRMT9	25099		Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities	AD	618089			
PRNP	9449		Cerebral amyloid angiopathy, PRNP-related	AD	137440			
PRNP	9449		Creutzfeldt-Jakob disease	AD	123400			
PRNP	9449		Gerstmann-Straussler disease	AD	137440			
PRNP	9449		Huntington disease-like 1	AD	603218			
PRNP	9449		Insomnia, fatal familial	AD	600072			
PRNP	9449		Spongiform encephalopathy with neuropsychiatric features	AD	606688			
PRNP	9449		{Kuru, susceptibility to}		245300			
PROC	9451		Thrombophilia due to protein C deficiency, autosomal dominant	AD	176860			
PROC	9451		Thrombophilia due to protein C deficiency, autosomal recessive	AR	612304			
PRODH	9453		Hyperprolinemia, type I	AR	239500			
PRODH	9453		{Schizophrenia, susceptibility to, 4}	AD	600850			
PRODH2	17325		Hyperprolinemia, type I	AR	239500			
PRODH2	17325		{Schizophrenia, susceptibility to, 4}	AD	600850			
PROK2	18455		Hypogonadotropic hypogonadism 4 with or without anosmia	AD	610628			
PROKR2	15836		Hypogonadotropic hypogonadism 3 with or without anosmia	AD	244200			
PROM1	9454		Cone-rod dystrophy 12	AD/AR	612657			
PROM1	9454		Macular dystrophy, retinal, 2	AD	608051			
PROM1	9454		Retinitis pigmentosa 41	AR	612095			
PROM1	9454		Stargardt disease 4	AD	603786			
PROP1	9455		Pituitary hormone deficiency, combined, 2	AR	262600			
PROS1	9456		Thrombophilia due to protein S deficiency, autosomal dominant	AD	612336			
PROS1	9456		Thrombophilia due to protein S deficiency, autosomal recessive	AR	614514			
PRPF3	17348		Retinitis pigmentosa 18	AD	601414			
PRPF31	15446		Retinitis pigmentosa 11	AD	600138			
PRPF4	17349		Retinitis pigmentosa 70	AD	615922			
PRPF8	17340		Retinitis pigmentosa 13	AD	600059			
PRPH2	9942		Choroidal dystrophy, central areolar 2	AD	613105			
PRPH2	9942		Leber congenital amaurosis 18	AD/AR	608133			
PRPH2	9942		Macular dystrophy, patterned, 1	AD	169150			
PRPH2	9942		Macular dystrophy, vitelliform, 3	AD	608161			
PRPH2	9942		Retinitis pigmentosa 7 and digenic form	AD/AR	608133			
PRPH2	9942		Retinitis punctata albescens	AD/AR	136880			
PRPS1	9462		Arts syndrome	XR	301835			
PRPS1	9462		Charcot-Marie-Tooth disease, X-linked recessive, 5	XR	311070			
PRPS1	9462		Deafness, X-linked 1	X	304500			
PRPS1	9462		Gout, PRPS-related	XR	300661			
PRPS1	9462		Phosphoribosylpyrophosphate synthetase superactivity	XR	300661			
PRR12	29217		Neuroocular syndrome	AD	619539			
PRRT2	30500		Convulsions, familial infantile, with paroxysmal choreoathetosis	AD	602066			
PRRT2	30500		Episodic kinesigenic dyskinesia 1	AD	128200			
PRRT2	30500		Seizures, benign familial infantile, 2	AD	605751			
PRRX1	9142		Agnathia-otocephaly complex	AD/AR	202650			
PRSS1	9475		Pancreatitis, hereditary	AD	167800			
PRSS12	9477		Mental retardation, autosomal recessive 1	AR	249500			
PRSS56	39433		Microphthalmia, isolated 6	AR	613517			
PRUNE1	13420		Neurodevelopmental disorder with microcephaly, hypotonia, and variable brain anomalies	AR	617481			
PRX	13797		Charcot-Marie-Tooth disease, type 4F	AR	614895			
PRX	13797		Dejerine-Sottas disease	AD/AR	145900			
PSAP	9498		Combined SAP deficiency	AR	611721			
PSAP	9498		Gaucher disease, atypical		610539			
PSAP	9498		Krabbe disease, atypical	AR	611722			
PSAP	9498		Metachromatic leukodystrophy due to SAP-b deficiency	AR	249900			
PSAP	9498		{Parkinson disease 24, autosomal dominant, susceptibility to}	AD	619491			
PSAT1	19129		?Phosphoserine aminotransferase deficiency	AR	610992			
PSAT1	19129		Neu-Laxova syndrome 2	AR	616038			
PSEN1	9508		?Acne inversa, familial, 3	AD	613737			
PSEN1	9508		Alzheimer disease, type 3	AD	607822			
PSEN1	9508		Alzheimer disease, type 3, with spastic paraparesis and apraxia	AD	607822			
PSEN1	9508		Alzheimer disease, type 3, with spastic paraparesis and unusual plaques	AD	607822			
PSEN1	9508		Cardiomyopathy, dilated, 1U	AD	613694			
PSEN1	9508		Dementia, frontotemporal	AD	600274			
PSEN1	9508		Pick disease	AD	172700			
PSEN2	9509		Alzheimer disease-4	AD	606889			
PSEN2	9509		Cardiomyopathy, dilated, 1V	AD	613697			
PSENEN	30100		Acne inversa, familial, 2, with or without Dowling-Degos disease	AD	613736			
PSMB10	9538		Proteasome-associated autoinflammatory syndrome 5	AR	619175			
PSMB4	9541		?Proteasome-associated autoinflammatory syndrome 3 and digenic forms	AR	617591			
PSMB8	9545		Proteasome-associated autoinflammatory syndrome 1 and digenic forms	AR	256040			
PSMB9	9546		?Proteasome-associated autoinflammatory syndrome 3, digenic	AR	617591			
PSMC3IP	17928		Ovarian dysgenesis 3	AR	614324			
PSMD12	9557		Stankiewicz-Isidor syndrome	AD	617516			
PSMG2	24929		?Proteasome-associated autoinflammatory syndrome 4	AR	619183			
PSPH	9577		Phosphoserine phosphatase deficiency	AR	614023			
PSTPIP1	9580		Pyogenic sterile arthritis, pyoderma gangrenosum, and acne	AD	604416			
PTCD3	24717		?Combined oxidative phosphorylation deficiency 51	AR	619057			
PTCH1	9585		Basal cell carcinoma, somatic		605462			
PTCH1	9585		Basal cell nevus syndrome	AD	109400			
PTCH1	9585		Holoprosencephaly 7	AD	610828			
PTCH2	9586		Basal cell carcinoma, somatic		605462			
PTCH2	9586		Basal cell nevus syndrome	AD	109400			
PTCH2	9586		Medulloblastoma, somatic		155255			
PTCHD1	26392		{Autism, susceptibility to, X-linked 4}	XR	300830			
PTDSS1	9587		Lenz-Majewski hyperostotic dwarfism	AD	151050			
PTEN	9588		Cowden syndrome 1	AD	158350			
PTEN	9588		Lhermitte-Duclos syndrome	AD	158350			
PTEN	9588		Macrocephaly/autism syndrome	AD	605309			
PTEN	9588		Prostate cancer, somatic		176807			
PTEN	9588		{Glioma susceptibility 2}		613028			
PTEN	9588		{Meningioma}	AD	607174			
PTF1A	23734		Pancreatic agenesis 2	AR	615935			
PTF1A	23734		Pancreatic and cerebellar agenesis	AR	609069			
PTH	9606		Hypoparathyroidism, familial isolated 1	AD/AR	146200			
PTH1R	9608		Chondrodysplasia, Blomstrand type	AR	215045			
PTH1R	9608		Eiken syndrome	AR	600002			
PTH1R	9608		Failure of tooth eruption, primary	AD	125350			
PTH1R	9608		Metaphyseal chondrodysplasia, Murk Jansen type	AD	156400			
PTHLH	9607		Brachydactyly, type E2	AD	613382			
PTPN11	9644		LEOPARD syndrome 1	AD	151100			
PTPN11	9644		Leukemia, juvenile myelomonocytic, somatic		607785			
PTPN11	9644		Metachondromatosis	AD	156250			
PTPN11	9644		Noonan syndrome 1	AD	163950			
PTPN14	9647		Choanal atresia and lymphedema	AR	613611			
PTPN23	14406		Neurodevelopmental disorder and structural brain anomalies with or without seizures and spasticity	AR	618890			
PTPRC	9666		Severe combined immunodeficiency, T cell-negative, B-cell/natural killer-cell positive	AR	608971			
PTPRC	9666		{Hepatitis C virus, susceptibility to}		609532			
PTPRF	9670		?Breasts and/or nipples, aplasia or hypoplasia of, 2	AR	616001			
PTPRO	9678		Nephrotic syndrome, type 6	AR	614196			
PTRH2	24265		Infantile-onset multisystem neurologic, endocrine, and pancreatic disease	AR	616263			
PTS	9689		Hyperphenylalaninemia, BH4-deficient, A	AR	261640			
PUF60	17042		Verheij syndrome	AD	615583			
PUM1	14957		Spinocerebellar ataxia 47	AD	617931			
PURA	9701		Neurodevelopmental disorder with neonatal respiratory insufficiency, hypotonia, and feeding difficulties	AD	616158			
PUS1	15508		Myopathy, lactic acidosis, and sideroblastic anemia 1	AR	600462			
PUS3	25461		Neurodevelopmental disorder with microcephaly and gray sclerae	AR	617051			
PUS7	26033		Intellectual developmental disorder with abnormal behavior, microcephaly, and short stature	AR	618342			
PXDN	14966		Anterior segment dysgenesis 7, with sclerocornea	AR	269400			
PYCR1	9721		Cutis laxa, autosomal recessive, type IIB	AR	612940			
PYCR1	9721		Cutis laxa, autosomal recessive, type IIIB		614438			
PYCR2	30262		Leukodystrophy, hypomyelinating, 10	AR	616420			
PYGL	9725		Glycogen storage disease VI	AR	232700			
PYGM	9726		McArdle disease	AR	232600			
PYROXD1	26162		Myopathy, myofibrillar, 8	AR	617258			
QARS1	9751		Microcephaly, progressive, seizures, and cerebral and cerebellar atrophy	AR	615760			
QDPR	9752		Hyperphenylalaninemia, BH4-deficient, C	AR	261630			
QRICH1	24713		Ververi-Brady syndrome	AD	617982			
QRSL1	21020		Combined oxidative phosphorylation deficiency 40	AR	618835			
RAB11B	9761		Neurodevelopmental disorder with ataxic gait, absent speech, and decreased cortical white matter	AD	617807			
RAB18	14244		Warburg micro syndrome 3	AR	614222			
RAB23	14263		Carpenter syndrome	AR	201000			
RAB27A	9766		Griscelli syndrome, type 2	AR	607624			
RAB28	9768		Cone-rod dystrophy 18	AR	615374			
RAB33B	16075		Smith-McCort dysplasia 2	AR	615222			
RAB39B	16499		Intellectual developmental disorder, X-linked 72	XR	300271			
RAB39B	16499		Waisman syndrome	XR	311510			
RAB3GAP1	17063		Martsolf syndrome 2	AR	619420			
RAB3GAP1	17063		Warburg micro syndrome 1	AR	600118			
RAB3GAP2	17168		Martsolf syndrome 1	AR	212720			
RAB3GAP2	17168		Warburg micro syndrome 2	AR	614225			
RAB7A	9788		Charcot-Marie-Tooth disease, type 2B	AD	600882			
RAC1	9801		Mental retardation, autosomal dominant 48	AD	617751			
RAC2	9802		?Immunodeficiency 73C with defective neutrophil chemotaxis and hypogammaglobulinemia	AR	618987			
RAC2	9802		Immunodeficiency 73A with defective neutrophil chemotaxix and leukocytosis	AD	608203			
RAC2	9802		Immunodeficiency 73B with defective neutrophil chemotaxis and lymphopenia	AD	618986			
RAC3	9803		Neurodevelopmental disorder with structural brain anomalies and dysmorphic facies	AD	618577			
RAD21	9811		?Mungan syndrome	AR	611376			
RAD21	9811		Cornelia de Lange syndrome 4	AD	614701			
RAD50	9816		Nijmegen breakage syndrome-like disorder	AR	613078			
RAD51	9817		Fanconi anemia, complementation group R	AD	617244			
RAD51	9817		Mirror movements 2	AD	614508			
RAD51	9817		{Breast cancer, susceptibility to}	AD/SM	114480			
RAD51C	9820		Fanconi anemia, complementation group O	AR	613390			
RAD51C	9820		{Breast-ovarian cancer, familial, susceptibility to, 3}		613399			
RAD51D	9823		{Breast-ovarian cancer, familial, susceptibility to, 4}		614291			
RAF1	9829		Cardiomyopathy, dilated, 1NN	AD	615916			
RAF1	9829		LEOPARD syndrome 2		611554			
RAF1	9829		Noonan syndrome 5	AD	611553			
RAG1	9831		Alpha/beta T-cell lymphopenia with gamma/delta T-cell expansion, severe cytomegalovirus infection, and autoimmunity		609889			
RAG1	9831		Combined cellular and humoral immune defects with granulomas	AR	233650			
RAG1	9831		Omenn syndrome	AR	603554			
RAG1	9831		Severe combined immunodeficiency, B cell-negative	AR	601457			
RAG2	9832		Combined cellular and humoral immune defects with granulomas	AR	233650			
RAG2	9832		Omenn syndrome	AR	603554			
RAG2	9832		Severe combined immunodeficiency, B cell-negative	AR	601457			
RAI1	9834		Smith-Magenis syndrome	AD/IC	182290			
RALA	9839		Hiatt-Neu-Cooper neurodevelopmental syndrome	AD	619311			
RALGAPA1	17770		Neurodevelopmental disorder with hypotonia, neonatal respiratory insufficiency, and thermodysregulation	AR	618797			
RANBP2	9848		{Encephalopathy, acute, infection-induced, 3, susceptibility to}	AD	608033			
RAPSN	9863		Fetal akinesia deformation sequence 2	AR	618388			
RAPSN	9863		Myasthenic syndrome, congenital, 11, associated with acetylcholine receptor deficiency	AR	616326			
RARB	9865		Microphthalmia, syndromic 12	AD/AR	615524			
RARS1	9870		Leukodystrophy, hypomyelinating, 9	AR	616140			
RARS2	21406		Pontocerebellar hypoplasia, type 6	AR	611523			
RASA1	9871		Basal cell carcinoma, somatic		605462			
RASA1	9871		Capillary malformation-arteriovenous malformation 1	AD	608354			
RASGRP1	9878		Immunodeficiency 64	AR	618534			
RASGRP2	9879		?Bleeding disorder, platelet-type, 18	AR	615888			
RAX	18662		Dystonia 16	AR	612067			
RAX	18662		Microphthalmia, isolated 3	AR	611038			
RAX2	18286		?Macular degeneration, age-related, 6		613757			
RAX2	18286		Cone-rod dystrophy 11	AD	610381			
RB1	9884		Bladder cancer, somatic		109800			
RB1	9884		Osteosarcoma, somatic		259500			
RB1	9884		Retinoblastoma	AD/SM	180200			
RB1	9884		Retinoblastoma, trilateral	AD/SM	180200			
RB1	9884		Small cell cancer of the lung, somatic		182280			
RBBP8	9891		Jawad syndrome	AR	251255			
RBBP8	9891		Pancreatic carcinoma, somatic					
RBBP8	9891		Seckel syndrome 2	AR	606744			
RBCK1	15864		Polyglucosan body myopathy 1 with or without immunodeficiency	AR	615895			
RBM10	9896		TARP syndrome	XR	311900			
RBM20	27424		Cardiomyopathy, dilated, 1DD	AD	613172			
RBM28	21863		?Alopecia, neurologic defects, and endocrinopathy syndrome	AR	612079			
RBM8A	9905		Thrombocytopenia-absent radius syndrome	AR	274000			
RBMX	9910		?Intellectual developmental disorder, syndromic 11, Shashi type	XR	300238			
RBP3	9921		?Retinitis pigmentosa 66	AR	615233			
RBP4	9922		Microphthalmia, isolated, with coloboma 10	AD	616428			
RBP4	9922		Retinal dystrophy, iris coloboma, and comedogenic acne syndrome	AR	615147			
RBPJ	5724		Adams-Oliver syndrome 3	AD	614814			
RCBTB1	18243		Retinal dystrophy with or without extraocular anomalies	AR	617175			
RD3	19689		Leber congenital amaurosis 12	AR	610612			
RDH11	17964		?Retinal dystrophy, juvenile cataracts, and short stature syndrome	AR	616108			
RDH12	19977		Leber congenital amaurosis 13	AD/AR	612712			
RDH5	9940		Fundus albipunctatus	AD/AR	136880			
RDX	9944		Deafness, autosomal recessive 24	AR	611022			
RECQL4	9949		Baller-Gerold syndrome	AR	218600			
RECQL4	9949		RAPADILINO syndrome	AR	266280			
RECQL4	9949		Rothmund-Thomson syndrome, type 2	AR	268400			
REEP1	25786		?Neuronopathy, distal hereditary motor, type VB	AD	614751			
REEP1	25786		Spastic paraplegia 31, autosomal dominant	AD	610250			
REEP2	17975		?Spastic paraplegia 72, autosomal dominant	AD/AR	615625			
REEP2	17975		?Spastic paraplegia 72, autosomal recessive	AD/AR	615625			
REEP6	30078		Retinitis pigmentosa 77	AR	617304			
RELB	9956		?Immunodeficiency 53	AR	617585			
RELN	9957		Lissencephaly 2 (Norman-Roberts type)	AR	257320			
RELN	9957		{Epilepsy, familial temporal lobe, 7}	AD	616436			
REN	9958		Renal tubular dysgenesis	AR	267430			
REN	9958		Tubulointerstitial kidney disease, autosomal dominant, 4	AD	613092			
REN	9958		[Hyperproreninemia]					
RERE	9965		Neurodevelopmental disorder with or without anomalies of the brain, eye, or heart	AD	616975			
REST	9966		?Deafness, autosomal dominant 27	AD	612431			
REST	9966		Fibromatosis, gingival, 5	AD	617626			
REST	9966		{Wilms tumor 6, susceptibility to}	AD	616806			
RET	9967		Medullary thyroid carcinoma	AD	155240			
RET	9967		Multiple endocrine neoplasia IIA	AD	171400			
RET	9967		Multiple endocrine neoplasia IIB	AD	162300			
RET	9967		Pheochromocytoma	AD	171300			
RET	9967		{Hirschsprung disease, protection against}	AD	142623			
RET	9967		{Hirschsprung disease, susceptibility to, 1}	AD	142623			
RETREG1	25964		Neuropathy, hereditary sensory and autonomic, type IIB	AR	613115			
RFT1	30220		Congenital disorder of glycosylation, type In	AR	612015			
RFWD3	25539		?Fanconi anemia, complementation group W	AR	617784			
RFX5	9986		Bare lymphocyte syndrome, type II, complementation group C	AR	209920			
RFX5	9986		Bare lymphocyte syndrome, type II, complementation group E	AR	209920			
RFX6	21478		Mitchell-Riley syndrome	AR	615710			
RFXANK	9987		MHC class II deficiency, complementation group B	AR	209920			
RFXAP	9988		Bare lymphocyte syndrome, type II, complementation group D	AR	209920			
RGR	9990		Retinitis pigmentosa 44		613769			
RGS9	10004		Bradyopsia		608415			
RGS9BP	30304		Bradyopsia		608415			
RHAG	10006		Anemia, hemolytic, Rh-null, regulator type	AD	268150			
RHAG	10006		Overhydrated hereditary stomatocytosis	AD	185000			
RHBDF2	20788		Tylosis with esophageal cancer	AD	148500			
RHCE	10008		Rh-null disease, amorph type		617970			
RHO	10012		Night blindness, congenital stationary, autosomal dominant 1		610445			
RHO	10012		Retinitis pigmentosa 4, autosomal dominant or recessive	AD/AR	613731			
RHO	10012		Retinitis punctata albescens	AD/AR	136880			
RHOA	667		Ectodermal dysplasia with facial dysmorphism and acral, ocular, and brain anomalies, somatic mosaic		618727			
RHOBTB2	18756		Developmental and epileptic encephalopathy 64	AD	618004			
RHOH	686		{?Epidermodysplasia verruciformis, susceptibility to, 4}	AR	618307			
RIMS1	17282		Cone-rod dystrophy 7	AD	603649			
RIN2	18750		Macrocephaly, alopecia, cutis laxa, and scoliosis	AR	613075			
RINT1	21876		Infantile liver failure syndrome 3	AR	618641			
RIPK1	10019		Autoinflammation with episodic fever and lymphadenopathy	AD	618852			
RIPK1	10019		Immunodeficiency 57 with autoinflammation	AR	618108			
RIPK4	496		CHAND syndrome	AR	214350			
RIPK4	496		Popliteal pterygium syndrome, Bartsocas-Papas type 1	AR	263650			
RIPOR2	13872		?Deafness, autosomal recessive 104	AR	616515			
RIPPLY2	21390		?Spondylocostal dysostosis 6	AR	616566			
RIT1	10023		Noonan syndrome 8	AD	615355			
RLBP1	10024		Bothnia retinal dystrophy	AR	607475			
RLBP1	10024		Fundus albipunctatus	AD/AR	136880			
RLBP1	10024		Newfoundland rod-cone dystrophy		607476			
RLBP1	10024		Retinitis punctata albescens	AD/AR	136880			
RLIM	13429		Tonne-Kalscheuer syndrome	X	300978			
RMND1	21176		Combined oxidative phosphorylation deficiency 11	AR	614922			
RNASEH1	18466		Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 2	AR	616479			
RNASEH2A	18518		Aicardi-Goutieres syndrome 4	AR	610333			
RNASEH2B	25671		Aicardi-Goutieres syndrome 2	AR	610181			
RNASEH2C	24116		Aicardi-Goutieres syndrome 3	AR	610329			
RNASEL	10050		Prostate cancer 1	AD	601518			
RNASET2	21686		Leukoencephalopathy, cystic, without megalencephaly	AR	612951			
RNF113A	12974		Trichothiodystrophy 5, nonphotosensitive	X	300953			
RNF125	21150		Tenorio syndrome	AD	616260			
RNF13	10057		Developmental and epileptic encephalopathy 73	AD	618379			
RNF168	26661		RIDDLE syndrome	AR	611943			
RNF170	25358		Ataxia, sensory, 1, autosomal dominant	AD	608984			
RNF170	25358		Spastic paraplegia 85, autosomal recessive	AR	619686			
RNF213	14539		{Moyamoya disease 2, susceptibility to}	AD/AR	607151			
RNF216	21698		Cerebellar ataxia and hypogonadotropic hypogonadism	AR	212840			
RNF43	18505		Sessile serrated polyposis cancer syndrome	AD	617108			
ROBO2	10250		Vesicoureteral reflux 2	AD	610878			
ROBO3	13433		Gaze palsy, familial horizontal, with progressive scoliosis, 1	AR	607313			
ROBO4	17985		Aortic valve disease 3	AD	618496			
ROGDI	29478		Kohlschutter-Tonz syndrome	AR	226750			
ROM1	10254		Retinitis pigmentosa 7, digenic form	AD/AR	608133			
ROR1	10256		?Deafness, autosomal recessive 108	AR	617654			
ROR2	10257		Brachydactyly, type B1	AD	113000			
ROR2	10257		Robinow syndrome, autosomal recessive	AR	268310			
RORA	10258		Intellectual developmental disorder with or without epilepsy or cerebellar ataxia	AD	618060			
RORB	10259		{Epilepsy, idiopathic generalized, susceptibility to, 15}	AD	618357			
RORC	10260		Immunodeficiency 42	AR	616622			
RP1	10263		Retinitis pigmentosa 1	AD/AR	180100			
RP1	10263		Symmetric circumferential skin creases, congenital, 2	AD	616734			
RP1L1	15946		Occult macular dystrophy	AD	613587			
RP1L1	15946		Retinitis pigmentosa 88	AR	618826			
RP2	10274		Retinitis pigmentosa 2	X	312600			
RP9	10288		?Retinitis pigmentosa 9	AD	180104			
RPE65	10294		Leber congenital amaurosis 2	AR	204100			
RPE65	10294		Retinitis pigmentosa 20	AR	613794			
RPE65	10294		Retinitis pigmentosa 87 with choroidal involvement	AD	618697			
RPGR	10295		Cone-rod dystrophy, X-linked, 1	X	304020			
RPGR	10295		Macular degeneration, X-linked atrophic	XR	300834			
RPGR	10295		Retinitis pigmentosa 3		300029			
RPGR	10295		Retinitis pigmentosa, X-linked, and sinorespiratory infections, with or without deafness		300455			
RPGRIP1	13436		Cone-rod dystrophy 13	AR	608194			
RPGRIP1	13436		Leber congenital amaurosis 6	AR	613826			
RPGRIP1L	29168		?COACH syndrome 3		619113			
RPGRIP1L	29168		Joubert syndrome 7	AR	611560			
RPGRIP1L	29168		Meckel syndrome 5	AR	611561			
RPIA	10297		Ribose 5-phosphate isomerase deficiency	AR	608611			
RPL10	10298		Intellectual developmental disorder, X-linked, syndromic, 35	XR	300998			
RPL10	10298		{Autism, susceptibility to, X-linked 5}		300847			
RPL11	10301		Diamond-Blackfan anemia 7	AD	612562			
RPL13	10303		Spondyloepimetaphyseal dysplasia, Isidor-Toutain type	AD	618728			
RPL15	10306		?Diamond-Blackfan anemia 12	AD	615550			
RPL18	10310		?Diamond-Blackfan anemia 18	AD	618310			
RPL21	10313		Hypotrichosis 12	AD	615885			
RPL26	10327		?Diamond-Blackfan anemia 11	AD	614900			
RPL27	10328		?Diamond-Blackfan anemia 16	AD	617408			
RPL35	10344		?Diamond-Blackfan anemia 19	AD	618312			
RPL35A	10345		Diamond-Blackfan anemia 5	AD	612528			
RPL5	10360		Diamond-Blackfan anemia 6	AD	612561			
RPS10	10383		Diamond-Blackfan anemia 9	AD	613308			
RPS14	10387		Macrocytic anemia, refractory, due to 5q deletion, somatic		153550			
RPS17	10397		Diamond-Blackfan anemia 4	AD	612527			
RPS19	10402		Diamond-Blackfan anemia 1	AD	105650			
RPS23	10410		Brachycephaly, trichomegaly, and developmental delay	AD	617412			
RPS24	10411		Diamond-blackfan anemia 3	AD	610629			
RPS26	10414		Diamond-Blackfan anemia 10	AD	613309			
RPS27	10416		?Diamond-Blackfan anemia 17	AD	617409			
RPS28	10418		Diamond Blackfan anemia 15 with mandibulofacial dysostosis	AD	606164			
RPS29	10419		Diamond-Blackfan anemia 13	AD	615909			
RPS6KA3	10432		Coffin-Lowry syndrome	XD	303600			
RPS6KA3	10432		Intellectual developmental disorder, X-linked 19	XD	300844			
RPS7	10440		Diamond-Blackfan anemia 8	AD	612563			
RPSA	6502		Asplenia, isolated congenital	AD	271400			
RRAS2	17271		Noonan syndrome 12	AD	618624			
RRAS2	17271		Ovarian carcinoma					
RRM2B	17296		Mitochondrial DNA depletion syndrome 8A (encephalomyopathic type with renal tubulopathy)	AR	612075			
RRM2B	17296		Mitochondrial DNA depletion syndrome 8B (MNGIE type)	AR	612075			
RRM2B	17296		Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 5	AD	613077			
