# Genepanel: OMIM Version: 01 Date: 2017-11-07
#gene symbol	HGNC	remove (add x)	phenotype	inheritance	omim_number	pmid	inheritance info	comment
PDLIM7	22958							
PDP2	30263							
PDPK1	8816							
PDPN	29602							
PDRG1	16119							
PDS5A	29088							
PDS5B	20418							
PDXDC1	28995							
PDXK	8819							
PDXP	30259							
PDZD11	28034							
PDZD2	18486							
PDZD3	19891							
PDZD4	21167							
PDZD8	26974							
PDZK1	8821							
PDZK1IP1	16887							
PDZRN3	17704							
PDZRN4	30552							
PEA15	8822							
PEAK1	29431							
PEAR1	33631							
PEBP1	8630							
PEBP4	28319							
PECR	18281							
PEF1	30009							
PEG10	14005							
PEG3	8826							
PELI1	8827							
PELI2	8828							
PELI3	30010							
PELO	8829							
PELP1	30134							
PEMT	8830							
PENK	8831							
PER1	8845							
PERP	17637							
PES1	8848							
PET117	40045							
PEX11A	8852							
PEX11G	20208							
PEX5L	30024							
PF4	8861							
PF4V1	8862							
PFAS	8863							
PFDN1	8866							
PFDN2	8867							
PFDN4	8868							
PFDN5	8869							
PFDN6	4926							
PFKFB1	8872							
PFKFB2	8873							
PFKFB3	8874							
PFKFB4	8875							
PFKP	8878							
PFN2	8882							
PFN3	18627							
PGA4	8886							
PGA5	8887							
PGAM1	8888							
PGAM4	21731							
PGAM5	28763							
PGBD5	19405							
PGC	8890							
PGD	8891							
PGF	8893							
PGGT1B	8895							
PGK2	8898							
PGLS	8903							
PGLYRP1	8904							
PGLYRP2	30013							
PGLYRP3	30014							
PGLYRP4	30015							
PGM2	8906							
PGM2L1	20898							
PGM5	8908							
PGP	8909							
PGPEP1	13568							
PGRMC1	16090							
PGRMC2	16089							
PGS1	30029							
PHACTR2	20956							
PHACTR3	15833							
PHACTR4	25793							
PHAX	10241							
PHB2	30306							
PHC2	3183							
PHF1	8919							
PHF10	18250							
PHF11	17024							
PHF19	24566							
PHF2	8920							
PHF20	16098							
PHF21A	24156							
PHF21B	25161							
PHF23	28428							
PHF3	8921							
PHIP	15673							
PHKG1	8930							
PHLDA1	8933							
PHLDA2	12385							
PHLDA3	8934							
PHLDB1	23697							
PHLDB2	29573							
PHLPP1	20610							
PHLPP2	29149							
PHPT1	30033							
PHRF1	24351							
PHTF1	8939							
PHTF2	13411							
PHYHIP	16865							
PI15	8946							
PI3	8947							
PI4K2A	30031							
PI4K2B	18215							
PI4KB	8984							
PIANP	25338							
PIAS1	2752							
PIAS2	17311							
PIAS3	16861							
PIAS4	17002							
PIBF1	23352							
PICK1	9394							
PID1	26084							
PIF1	26220							
PIFO	27009							
PIGB	8959							
PIGC	8960							
PIGF	8962							
PIGH	8964							
PIGK	8965							
PIGQ	14135							
PIGR	8968							
PIGS	14937							
PIGX	26046							
PIGZ	30596							
PIH1D1	26075							
PIK3AP1	30034							
PIK3C2A	8971							
PIK3C2B	8972							
PIK3C2G	8973							
PIK3C3	8974							
PIK3CB	8976							
PIK3CG	8978							
PIK3R3	8981							
PIK3R4	8982							
PIK3R6	27101							
PILRA	20396							
PIM1	8986							
PIM2	8987							
PIM3	19310							
PIN1	8988							
PIN4	8992							
PINX1	30046							
PIP	8993							
PIP4K2A	8997							
PIP4K2B	8998							
PIP4K2C	23786							
PIP5K1A	8994							
PIP5K1B	8995							
PIP5KL1	28711							
PIPOX	17804							
PIR	30048							
PIRT	37239							
PISD	8999							
PITPNA	9001							
PITPNB	9002							
PITPNC1	21045							
PITPNM1	9003							
PITPNM2	21044							
PIWIL1	9007							
PIWIL2	17644							
PIWIL3	18443							
PIWIL4	18444							
PJA1	16648							
PKD1L2	21715							
PKD2L1	9011							
PKD2L2	9012							
PKDCC	25123							
PKDREJ	9015							
PKHD1L1	20313							
PKIA	9017							
PKIB	9018							
PKIG	9019							
PKM	9021							
PKMYT1	29650							
PKN1	9405							
PKN2	9406							
PKN3	17999							
PKNOX1	9022							
PKNOX2	16714							
PKP3	9025							
PKP4	9026							
PLA1A	17661							
PLA2G10	9029							
PLA2G12A	18554							
PLA2G12B	18555							
PLA2G15	17163							
PLA2G16	17825							
PLA2G1B	9030							
PLA2G2D	9033							
PLA2G2F	30040							
PLA2G3	17934							
PLA2G4B	9036							
PLA2G4C	9037							
PLA2G4D	30038							
PLA2R1	9042							
PLAC1	9044							
PLAC8	19254							
PLAC9	19255							
PLAGL2	9047							
PLAUR	9053							
PLB1	30041							
PLCB3	9056							
PLCD3	9061							
PLCD4	9062							
PLCG1	9065							
PLCH1	29185							
PLCH2	29037							
PLCL1	9063							
PLCL2	9064							
PLCXD1	23148							
PLCXD2	26462							
PLCXD3	31822							
PLD2	9068							
PLD3	17158							
PLD6	30447							
PLEK	9070							
PLEK2	19238							
PLEKHA1	14335							
PLEKHA2	14336							
PLEKHA3	14338							
PLEKHA4	14339							
PLEKHA5	30036							
PLEKHA6	17053							
PLEKHA7	27049							
PLEKHA8	30037							
PLEKHB1	19079							
PLEKHF1	20764							
PLEKHF2	20757							
PLEKHG4	24501							
PLEKHG6	25562							
PLEKHH2	30506							
PLEKHM2	29131							
PLEKHO1	24310							
PLET1	30053							
PLGLB1	9072							
PLIN2	248							
PLIN3	16893							
PLIN4	29393							
PLIN5	33196							
PLK1	9077							
PLK2	19699							
PLK3	2154							
PLLP	18553							
PLP2	9087							
PLRG1	9089							
PLS1	9090							
PLSCR1	9092							
PLSCR2	16494							
PLSCR4	16497							
PLVAP	13635							
PLXDC1	20945							
PLXDC2	21013							
PLXNA1	9099							
PLXNA2	9100							
PLXNA3	9101							
PLXNA4	9102							
PLXNB1	9103							
PLXNB2	9104							
PLXNB3	9105							
PLXNC1	9106							
PLXND1	9107							
PM20D1	26518							
PM20D2	21408							
PMAIP1	9108							
PMCH	9109							
PMEL	10880							
PMEPA1	14107							
PMF1	9112							
PMM1	9114							
PMP2	9117							
PMPCB	9119							
PMS1	9121							
PNCK	13415							
PNISR	21222							
PNKD	9153							
PNLIPRP1	9156							
PNLIPRP2	9157							
PNMA1	9158							
PNMA2	9159							
PNMA3	18742							
PNMA5	18743							
PNMA6A	28248							
PNMT	9160							
PNN	9162							
PNOC	9163							
PNPLA3	18590							
PNPLA4	24887							
PNPLA5	24888							
PNPLA7	24768							
PNRC1	17278							
PNRC2	23158							
PODN	23174							
PODXL	9171							
PODXL2	17936							
POFUT2	14683							
POLB	9174							
POLD2	9176							
POLD3	20932							
POLD4	14106							
POLDIP2	23781							
POLDIP3	23782							
POLE	9177							
POLE2	9178							
POLE3	13546							
POLE4	18755							
POLI	9182							
POLK	9183							
POLL	9184							
POLM	9185							
POLN	18870							
POLQ	9186							
POLR1B	20454							
POLR2A	9187							
POLR2B	9188							
POLR2C	9189							
POLR2D	9191							
POLR2E	9192							
POLR2F	9193							
POLR2G	9194							
POLR2H	9195							
POLR2I	9196							
POLR2J	9197							
POLR2K	9198							
POLR2L	9199							
POLR2M	14862							
POLR3C	30076							
POLR3D	1080							
POLR3F	15763							
POLR3G	30075							
POLR3GL	28466							
POLR3K	14121							
POLRMT	9200							
POM121	19702							
POM121C	34005							
POMZP3	9203							
PON3	9206							
POP5	17689							
POP7	19949							
POPDC2	17648							
POPDC3	17649							
POSTN	16953							
POTEB	33734							
POTED	23822							
POTEE	33895							
POTEG	33896							
POTEH	133							
POU2AF1	9211							
POU2F1	9212							
POU2F2	9213							
POU2F3	19864							
POU3F1	9214							
POU3F2	9215							
POU3F3	9216							
POU4F1	9218							
POU4F2	9219							
POU5F1	9221							
POU5F1B	9223							
PPA1	9226							
PPAN	9227							
PPARD	9235							
PPARGC1A	9237							
PPAT	9238							
PPBP	9240							
PPCDC	28107							
PPCS	25686							
PPEF1	9243							
PPEF2	9244							
PPFIA1	9245							
PPFIA2	9246							
PPFIA3	9247							
PPFIBP1	9249							
PPFIBP2	9250							
PPHLN1	19369							
PPIA	9253							
PPIC	9256							
PPID	9257							
PPIE	9258							
PPIF	9259							
PPIG	14650							
PPIH	14651							
PPIL1	9260							
PPIL2	9261							
PPIL3	9262							
PPIL4	15702							
PPIP5K1	29023							
PPIP5K2	29035							
PPL	9273							
PPM1A	9275							
PPM1B	9276							
PPM1G	9278							
PPM1H	18583							
PPM1J	20785							
PPM1L	16381							
PPM1M	26506							
PPME1	30178							
PPP1CA	9281							
PPP1CC	9283							
PPP1R10	9284							
PPP1R11	9285							
PPP1R12A	7618							
PPP1R12B	7619							
PPP1R12C	14947							
PPP1R13B	14950							
PPP1R13L	18838							
PPP1R14A	14871							
PPP1R14B	9057							
PPP1R14C	14952							
PPP1R14D	14953							
PPP1R15A	14375							
PPP1R16A	14941							
PPP1R16B	15850							
PPP1R17	16973							
PPP1R18	29413							
PPP1R1A	9286							
PPP1R1B	9287							
PPP1R1C	14940							
PPP1R2	9288							
PPP1R26	29089							
PPP1R3B	14942							
PPP1R3C	9293							
PPP1R3D	9294							
PPP1R7	9295							
PPP1R8	9296							
PPP1R9A	14946							
PPP1R9B	9298							
PPP2CA	9299							
PPP2CB	9300							
PPP2R2A	9304							
PPP2R2C	9306							
PPP2R3A	9307							
PPP2R3B	13417							
PPP2R3C	17485							
PPP2R5A	9309							
PPP2R5B	9310							
PPP2R5C	9311							
PPP2R5E	9313							
PPP3CB	9315							
PPP3CC	9316							
PPP3R1	9317							
PPP3R2	9318							
PPP4C	9319							
PPP4R1	9320							
PPP4R2	18296							
PPP4R4	23788							
PPP5C	9322							
PPP6C	9323							
PPP6R1	29195							
PPP6R2	19253							
PPP6R3	1173							
PPRC1	30025							
PPT2	9326							
PPTC7	30695							
PPY	9327							
PQLC2	26001							
PRAC1	30591							
PRAF2	28911							
PRAM1	30091							
PRAME	9336							
PRAP1	23304							
PRB1	9337							
PRB2	9338							
PRB3	9339							
PRB4	9340							
PRC1	9341							
PRCP	9344							
PRDM1	9346							
PRDM11	13996							
PRDM13	13998							
PRDM14	14001							
PRDM2	9347							
PRDM4	9348							
PRDM7	9351							
PRDM9	13994							
PRDX1	9352							
PRDX2	9353							
PRDX4	17169							
PRDX5	9355							
PRDX6	16753							
PREB	9356							
PRELID1	30255							
PRELP	9357							
PREP	9358							
PREX1	32594							
PREX2	22950							
PRG3	9363							
PRH2	9367							
PRICKLE2	20340							
PRICKLE3	6645							
PRICKLE4	16805							
PRIM1	9369							
PRIM2	9370							
PRIMA1	18319							
PRIMPOL	26575							
PRKAA1	9376							
PRKAA2	9377							
PRKAB1	9378							
PRKAB2	9379							
PRKACB	9381							
PRKAG1	9385							
PRKAR1B	9390							
PRKAR2A	9391							
PRKAR2B	9392							
PRKCB	9395							
PRKCE	9401							
PRKCI	9404							
PRKCQ	9410							
PRKCZ	9412							
PRKD2	17293							
PRKD3	9408							
PRKG2	9416							
PRKRIP1	21894							
PRKX	9441							
PRL	9445							
PRLH	17945							
PRLHR	4464							
PRM1	9447							
PRM2	9448							
PRMT1	5187							
PRMT2	5186							
PRMT3	30163							
PRMT5	10894							
PRMT6	18241							
PRMT8	5188							
PRND	15748							
PROCA1	28600							
PROCR	9452							
PROK1	18454							
PROKR1	4524							
PROM2	20685							
PROX1	9459							
PROX2	26715							
PRPF18	17351							
PRPF19	17896							
PRPF38A	25930							
PRPF39	20314							
PRPF40A	16463							
PRPF4B	17346							
PRPS1L1	9463							
PRPS2	9465							
PRPSAP1	9466							
PRPSAP2	9467							
PRR11	25619							
PRR12	29217							
PRR13	24528							
PRR14	28458							
PRR16	29654							
PRR5	31682							
PRR5L	25878							
PRRC2A	13918							
PRRC2C	24903							
PRRG1	9469							
PRRG2	9470							
PRRG3	30798							
PRRG4	30799							
PRRX2	21338							
PRSS16	9480							
PRSS21	9485							
PRSS22	14368							
PRSS27	15475							
PRSS3	9486							
PRSS33	30405							
PRSS36	26906							
PRSS50	17910							
PRSS53	34407							
PRSS55	30824							
PRSS8	9491							
PRTFDC1	23333							
PRTG	26373							
PRTN3	9495							
PRUNE2	25209							
PRY	14024							
PRY2	21504							
PSCA	9500							
PSD	9507							
PSD3	19093							
PSD4	19096							
PSG1	9514							
PSG11	9516							
PSG2	9519							
PSG3	9520							
PSG4	9521							
PSG5	9522							
PSG6	9523							
PSG7	9524							
PSG8	9525							
PSG9	9526							
PSIP1	9527							
PSKH1	9529							
PSMA1	9530							
PSMA2	9531							
PSMA3	9532							
PSMA4	9533							
PSMA5	9534							
PSMA7	9536							
PSMB1	9537							
PSMB10	9538							
PSMB11	31963							
PSMB2	9539							
PSMB3	9540							
PSMB4	9541							
PSMB5	9542							
PSMB6	9543							
PSMB7	9544							
PSMB9	9546							
PSMC1	9547							
PSMC2	9548							
PSMC3	9549							
PSMC4	9551							
PSMC5	9552							
PSMC6	9553							
PSMD10	9555							
PSMD11	9556							
PSMD13	9558							
PSMD14	16889							
PSMD2	9559							
PSMD4	9561							
PSMD5	9563							
PSMD7	9565							
PSMD9	9567							
PSME1	9568							
PSME2	9569							
PSME3	9570							
PSME4	20635							
PSMG1	3043							
PSMG2	24929							
PSORS1C1	17202							
PSORS1C2	17199							
PSPC1	20320							
PSPN	9579							
PSRC1	24472							
PSTK	28578							
PSTPIP2	9581							
PTAFR	9582							
PTBP1	9583							
PTBP2	17662							
PTBP3	10253							
PTCD1	22198							
PTCD2	25734							
PTCD3	24717							
PTCHD3	24776							
PTCHD4	21345							
PTCRA	21290							
PTDSS2	15463							
PTER	9590							
PTGDR2	4502							
PTGDS	9592							
PTGER1	9593							
PTGER3	9595							
PTGER4	9596							
PTGES	9599							
PTGES2	17822							
PTGES3	16049							
PTGFR	9600							
PTGFRN	9601							
PTGIR	9602							
PTGR1	18429							
PTGR2	20149							
PTGS1	9604							
PTGS2	9605							
PTH1R	9608							
PTH2	30828							
PTH2R	9609							
PTK2	9611							
PTK2B	9612							
PTK6	9617							
PTK7	9618							
PTMA	9623							
PTMS	9629							
PTN	9630							
PTOV1	9632							
PTP4A1	9634							
PTP4A2	9635							
PTP4A3	9636							
PTPMT1	26965							
PTPN13	9646							
PTPN18	9649							
PTPN2	9650							
PTPN21	9651							
PTPN23	14406							
PTPN3	9655							
PTPN4	9656							
PTPN5	9657							
PTPN6	9658							
PTPN7	9659							
PTPN9	9661							
PTPRA	9664							
PTPRB	9665							
PTPRCAP	9667							
PTPRD	9668							
PTPRE	9669							
PTPRG	9671							
PTPRH	9672							
PTPRK	9674							
PTPRM	9675							
PTPRN	9676							
PTPRN2	9677							
PTPRR	9680							
PTPRS	9681							
PTPRT	9682							
PTPRU	9683							
PTRHD1	33782							
PTTG1	9690							
PTTG1IP	13524							
PTTG2	9691							
PTX3	9692							
PTX4	14171							
PUM1	14957							
PUM2	14958							
PURB	9702							
PUS10	26505							
PUS7	26033							
PVALB	9704							
PVR	9705							
PVRIG	32190							
PWP2	9711							
PXDNL	26359							
PXK	23326							
PXMP2	9716							
PXMP4	15920							
PYCARD	16608							
PYDC1	30261							
PYDC2	33512							
PYGB	9723							
PYGO1	30256							
PYGO2	30257							
PYHIN1	28894							
PYY	9748							
PZP	9750							
QKI	21100							
QPCT	9753							
QPRT	9755							
QRFP	29982							
QRFPR	15565							
QRICH1	24713							
QRSL1	21020							
QSOX1	9756							
QSOX2	30249							
QTRT1	23797							
RAB10	9759							
RAB11A	9760							
RAB11B	9761							
RAB11FIP1	30265							
RAB11FIP2	29152							
RAB11FIP3	17224							
RAB11FIP4	30267							
RAB11FIP5	24845							
RAB12	31332							
RAB13	9762							
RAB14	16524							
RAB17	16523							
RAB1A	9758							
RAB1B	18370							
RAB21	18263							
RAB22A	9764							
RAB24	9765							
RAB25	18238							
RAB26	14259							
RAB27B	9767							
RAB2A	9763							
RAB2B	20246							
RAB30	9770							
RAB31	9771							
RAB32	9772							
RAB33A	9773							
RAB34	16519							
RAB35	9774							
RAB36	9775							
RAB37	30268							
RAB38	9776							
RAB3A	9777							
RAB3B	9778							
RAB3C	30269							
RAB3D	9779							
RAB3IP	16508							
RAB40AL	25410							
RAB4A	9781							
RAB4B	9782							
RAB5A	9783							
RAB5B	9784							
RAB5C	9785							
RAB6A	9786							
RAB6B	14902							
RAB6C	16525							
RAB7A	9788							
RAB8A	7007							
RAB8B	30273							
RAB9A	9792							
RAB9B	14090							
RABAC1	9794							
RABEP1	17677							
RABEP2	24817							
RABEPK	16896							
RABGAP1	17155							
RABGAP1L	24663							
RABGEF1	17676							
RABGGTA	9795							
RABGGTB	9796							
RABIF	9797							
RABL2A	9799							
RABL2B	9800							
RABL6	24703							
RAC3	9803							
RACGAP1	9804							
RAD1	9806							
RAD17	9807							
RAD18	18278							
RAD23A	9812							
RAD23B	9813							
RAD51	9817							
RAD51AP1	16956							
RAD51B	9822							
RAD52	9824							
RAD9A	9827							
RAD9B	21700							
RADIL	22226							
RAE1	9828							
RAET1E	16793							
RAET1G	16795							
RAET1L	16798							
RAI14	14873							
RAI2	9835							
RALA	9839							
RALB	9840							
RALBP1	9841							
RALGAPA1	17770							
RALGDS	9842							
RALGPS1	16851							
RALY	15921							
RALYL	27036							
RAMP1	9843							
RAMP2	9844							
RAMP3	9845							
RAN	9846							
RANBP1	9847							
RANBP10	29285							
RANBP17	14428							
RANBP3	9850							
RANBP3L	26353							
RANBP9	13727							
RANGAP1	9854							
RANGRF	17679							
RAP1A	9855							
RAP1B	9857							
RAP1GAP	9858							
RAP2A	9861							
RAP2B	9862							
RAPGEF1	4568							
RAPGEF2	16854							
RAPGEF3	16629							
RAPGEF4	16626							
RAPGEF5	16862							
RAPGEF6	20655							
RAPH1	14436							
RARG	9866							
RARRES1	9867							
RARRES2	9868							
RARRES3	9869							
RASA2	9872							
RASA3	20331							
RASA4	23181							
RASAL1	9873							
RASAL2	9874							
RASAL3	26129							
RASD1	15828							
RASD2	18229							
RASEF	26464							
RASGEF1A	24246							
RASGEF1B	24881							
RASGRF1	9875							
RASGRF2	9876							
RASGRP1	9878							
RASGRP3	14545							
RASGRP4	18958							
RASIP1	24716							
RASL10A	16954							
RASL10B	30295							
RASL11A	23802							
RASL11B	23804							
RASSF2	9883							
RASSF3	14271							
RASSF4	20793							
RASSF5	17609							
RASSF6	20796							
RASSF7	1166							
RASSF8	13232							
RASSF9	15739							
RAVER1	30296							
RAVER2	25577							
RBAK	17680							
RBBP4	9887							
RBBP5	9888							
RBBP6	9889							
RBBP7	9890							
RBBP9	9892							
RBFOX1	18222							
RBFOX2	9906							
RBFOX3	27097							
RBKS	30325							
RBL1	9893							
RBL2	9894							
RBM14	14219							
RBM15B	24303							
RBM17	16944							
RBM19	29098							
RBM22	25503							
RBM25	23244							
RBM3	9900							
RBM38	15818							
RBM39	15923							
RBM4	9901							
RBM42	28117							
RBM45	24468							
RBM5	9902							
RBM6	9903							
RBM7	9904							
RBMS1	9907							
RBMS2	9909							
RBMS3	13427							
RBMXL2	17886							
RBMY1A1	9912							
RBP1	9919							
RBP2	9920							
RBP5	15847							
RBP7	30316							
RBPJL	13761							
RBPMS	19097							
RBX1	9928							
RC3H1	29434							
RC3H2	21461							
RCAN1	3040							
RCAN2	3041							
RCAN3	3042							
RCBTB2	1914							
RCC1	1913							
RCC2	30297							
RCE1	13721							
RCHY1	17479							
RCL1	17687							
RCN1	9934							
RCN2	9935							
RCOR1	17441							
RCOR2	27455							
RCSD1	28310							
RCVRN	9937							
RDH10	19975							
RDH14	19979							
RDH8	14423							
RDM1	19950							
REC8	16879							
RECK	11345							
RECQL	9948							
RECQL5	9950							
REEP3	23711							
REEP4	26176							
REEP5	30077							
REG1A	9951							
REG1B	9952							
REG3A	8601							
REG3G	29595							
REG4	22977							
REL	9954							
RELA	9955							
RELL1	27379							
RELL2	26902							
RELT	13764							
REM1	15922							
REM2	20248							
RENBP	9959							
REP15	33748							
REPS1	15578							
REPS2	9963							
RERG	15980							
RESP18	33762							
RETNLB	20388							
REV1	14060							
REV3L	9968							
REXO1	24616							
REXO2	17851							
REXO4	12820							
RFC1	9969							
RFC2	9970							
RFC3	9971							
RFC4	9972							
RFC5	9973							
RFFL	24821							
RFK	30324							
RFNG	9974							
RFPL1	9977							
RFPL2	9979							
RFPL3	9980							
RFPL4A	16449							
RFWD2	17440							
RFWD3	25539							
RFX1	9982							
RFX2	9983							
RFX3	9984							
RFX4	9985							
RFX7	25777							
RGCC	20369							
RGL1	30281							
RGL2	9769							
RGL3	30282							
RGL4	31911							
RGMA	30308							
RGMB	26896							
RGN	9989							
RGP1	21965							
RGPD1	32414							
RGPD2	32415							
RGPD3	32416							
RGPD4	32417							
RGPD5	32418							
RGPD6	32419							
RGPD8	9849							
RGS1	9991							
RGS10	9992							
RGS11	9993							
RGS12	9994							
RGS13	9995							
RGS14	9996							
RGS16	9997							
RGS17	14088							
RGS18	14261							
RGS19	13735							
RGS20	14600							
RGS21	26839							
RGS22	24499							
RGS3	9999							
RGS4	10000							
RGS6	10002							
RGS7	10003							
RGS7BP	23271							
RGS8	16810							
RGSL1	18636							
RHBDD2	23082							
RHBDF1	20561							
RHBDL1	10007							
RHBDL2	16083							
RHBG	14572							
RHCG	18140							
RHEB	10011							
RHNO1	28206							
RHOA	667							
RHOB	668							
RHOBTB1	18738							
RHOBTB2	18756							
RHOBTB3	18757							
RHOC	669							
RHOD	670							
RHOG	672							
RHOH	686							
RHOJ	688							
RHOQ	17736							
RHOT1	21168							
RHOT2	21169							
RHOU	17794							
RHOXF1	29993							
RHOXF2	30011							
RHPN1	19973							
RIC3	30338							
RIC8A	29550							
RIC8B	25555							
RICTOR	28611							
RIF1	23207							
RILPL1	26814							
RILPL2	28787							
RIMBP2	30339							
RIMBP3	29344							
RIMBP3B	33891							
RIMBP3C	33892							
RIMKLB	29228							
RIMS2	17283							
RIMS3	21292							
RIMS4	16183							
RIN1	18749							
RIN3	18751							
RING1	10018							
RINT1	21876							
RIOK3	11451							
RIPK1	10019							
RIPK2	10020							
RIPK3	10021							
RIPPLY1	25117							
RIPPLY3	3047							
RIT2	10017							
RLF	10025							
RLN1	10026							
RLN2	10027							
RLN3	17135							
RMDN1	24285							
RMDN2	26567							
RMDN3	25550							
RMI1	25764							
RMI2	28349							
RNASE1	10044							
RNASE2	10045							
RNASE3	10046							
RNASE4	10047							
RNASE6	10048							
RNASE7	19278							
RNASE8	19277							
RNASE9	20673							
RNASEK	33911							
RND1	18314							
RND2	18315							
RND3	671							
RNF10	10055							
RNF103	12859							
RNF11	10056							
RNF111	17384							
RNF112	12968							
RNF114	13094							
RNF123	21148							
RNF126	21151							
RNF128	21153							
RNF13	10057							
RNF138	17765							
RNF14	10058							
RNF141	21159							
RNF146	21336							
RNF152	26811							
RNF166	28856							
RNF167	24544							
RNF17	10060							
RNF180	27752							
RNF181	28037							
RNF186	25978							
RNF187	27146							
RNF19A	13432							
RNF19B	26886							
RNF2	10061							
RNF20	10062							
RNF207	32947							
RNF219	20308							
RNF220	25552							
RNF24	13779							
RNF25	14662							
RNF26	14646							
RNF31	16031							
RNF32	17118							
RNF34	17297							
RNF38	18052							
RNF39	18064							
RNF4	10067							
RNF40	16867							
RNF5	10068							
RNF7	10070							
RNF8	10071							
RNFT1	30206							
RNGTT	10073							
RNH1	10074							
RNLS	25641							
RNMT	10075							
RNPEP	10078							
RNPEPL1	10079							
RNPS1	10080							
ROBO1	10249							
ROBO4	17985							
ROCK1	10251							
ROCK2	10252							
ROPN1	17692							
ROPN1L	24060							
RORA	10258							
RORB	10259							
ROS1	10261							
RPA1	10289							
RPA2	10290							
RPA3	10291							
RPA4	30305							
RPAIN	28641							
RPAP1	24567							
RPAP2	25791							
RPAP3	26151							
RPE	10293							
RPH3A	17056							
RPH3AL	10296							
RPL10A	10299							
RPL12	10302							
RPL13	10303							
RPL14	10305							
RPL17	10307							
RPL18	10310							
RPL18A	10311							
RPL19	10312							
RPL22	10315							
RPL23	10316							
RPL23A	10317							
RPL24	10325							
RPL27A	10329							
RPL28	10330							
RPL29	10331							
RPL3	10332							
RPL30	10333							
RPL31	10334							
RPL34	10340							
RPL36A	10359							
RPL36AL	10346							
RPL37	10347							
RPL37A	10348							
RPL38	10349							
RPL39	10350							
RPL39L	17094							
RPL3L	10351							
RPL4	10353							
RPL41	10354							
RPL6	10362							
RPL7	10363							
RPL7A	10364							
RPL7L1	21370							
RPL8	10368							
RPL9	10369							
RPLP0	10371							
RPLP1	10372							
RPLP2	10377							
RPN1	10381							
RPN2	10382							
RPP14	30327							
RPP21	21300							
RPP30	17688							
RPP38	30329							
RPP40	20992							
RPRD1A	25560							
RPRD1B	16209							
RPRD2	29039							
RPRM	24201							
RPS11	10384							
RPS12	10385							
RPS13	10386							
RPS15	10388							
RPS15A	10389							
RPS16	10396							
RPS18	10401							
RPS19BP1	28749							
RPS2	10404							
RPS20	10405							
RPS21	10409							
RPS25	10413							
RPS27A	10417							
RPS27L	18476							
RPS3	10420							
RPS3A	10421							
RPS4X	10424							
RPS4Y1	10425							
RPS4Y2	18501							
RPS5	10426							
RPS6	10429							
RPS6KA1	10430							
RPS6KA2	10431							
RPS6KA4	10433							
RPS6KA5	10434							
RPS6KA6	10435							
RPS6KB1	10436							
RPS6KB2	10437							
RPS8	10441							
RPS9	10442							
RPTN	26809							
RPTOR	30287							
RRAD	10446							
RRAGA	16963							
RRAGB	19901							
RRAGC	19902							
RRAGD	19903							
RRAS	10447							
RRBP1	10448							
RREB1	10449							
RRH	10450							
RRM1	10451							
RRM2	10452							
RRN3	30346							
RRP1	18785							
RRP15	24255							
RRP1B	23818							
RRP36	21374							
RRP8	29030							
RSAD2	30908							
RSBN1	25642							
RSC1A1	10458							
RSF1	18118							
RSL1D1	24534							
RSL24D1	18479							
RSPH6A	14241							
RSPO2	28583							
RSPO3	20866							
RSRC1	24152							
RSU1	10464							
RTBDN	30310							
RTCA	17981							
RTCB	26935							
RTF1	28996							
RTKN	10466							
RTL1	14665							
RTN1	10467							
RTN3	10469							
RTN4	14085							
RTN4RL1	21329							
RTN4RL2	23053							
RTP1	28580							
RTP2	32486							
RTP3	15572							
RTP4	23992							
RUFY1	19760							
RUFY2	19761							
RUFY3	30285							
RUNDC3A	16984							
RUNDC3B	30286							
RUNX1T1	1535							
RUNX3	10473							
RUSC1	17153							
RUSC2	23625							
RUVBL1	10474							
RUVBL2	10475							
RWDD3	21393							
RXFP1	19718							
RXFP2	17318							
RXFP3	24883							
RXFP4	14666							
RXRA	10477							
RXRB	10478							
RXRG	10479							
RYBP	10480							
RYK	10481							
RYR3	10485							
S100A1	10486							
S100A10	10487							
S100A11	10488							
S100A12	10489							
S100A13	10490							
S100A14	18901							
S100A16	20441							
S100A2	10492							
S100A3	10493							
S100A4	10494							
S100A5	10495							
S100A6	10496							
S100A7	10497							
S100A7A	21657							
S100A8	10498							
S100A9	10499							
S100B	10500							
S100G	1436							
S100P	10504							
S100PBP	25768							
S100Z	30367							
S1PR1	3165							
S1PR3	3167							
S1PR4	3170							
S1PR5	14299							
SAA1	10513							
SAA2	10514							
SAA4	10516							
SACM1L	17059							
SAE1	30660							
SAFB	10520							
SAFB2	21605							
SAGE1	30369							
SALL3	10527							
SAMD11	28706							
SAMD4A	23023							
SAMD8	26320							
SAMM50	24276							
SAMSN1	10528							
SAP130	29813							
SAP18	10530							
SAP30	10532							
SAP30BP	30785							
SAP30L	25663							
SAPCD2	28055							
SAR1A	10534							
SARM1	17074							
SARNP	24432							
SART1	10538							
SART3	16860							
SASH1	19182							
SASH3	15975							
SAT2	23160							
SATB1	10541							
SAV1	17795							
SBNO1	22973							
SBNO2	29158							
SBSN	24950							
SC5D	10547							
SCAF1	30403							
SCAF11	10784							
SCAF4	19304							
SCAF8	20959							
SCAMP1	10563							
SCAMP2	10564							
SCAMP3	10565							
SCAMP4	30385							
SCAMP5	30386							
SCAND1	10566							
SCAP	30634							
SCAPER	13081							
SCARA3	19000							
SCARA5	28701							
SCARF1	16820							
SCD5	21088							
SCEL	10573							
SCG2	10575							
SCG5	10816							
SCGB1A1	12523							
